row,col,baseline,noise_width,timestamp,chip_name,chip_address,batch_name,batch_id,batch_started_at,save_notes
2,3,522,9,2026-04-10T18:15:54.917449+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,4,503,7,2026-04-10T18:15:55.442567+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,5,525,7,2026-04-10T18:15:55.967721+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,6,517,9,2026-04-10T18:15:56.511658+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,7,518,7,2026-04-10T18:15:57.057590+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,8,519,8,2026-04-10T18:15:57.603110+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,9,520,9,2026-04-10T18:15:58.133494+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,10,518,8,2026-04-10T18:15:58.676454+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,11,518,7,2026-04-10T18:15:59.205537+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
2,12,514,7,2026-04-10T18:15:59.740264+09:00,chip_name,96,ds,20260410_181532_ds,2026-04-10T18:15:32.012774+09:00,ds
